Location,State,Region,Size,NOM,Yield,Series,,,,,
TEPEMAXALCO,Puebla,,Total,"TEPEMAXALCO, PUEBLA",993.1740614,AG Census 1960,,,,,
TEPEMAXALCO,Puebla,,Ejido,"TEPEMAXALCO, PUEBLA",1021.73913,AG Census 1960,,,,,
TEPEMAXALCO,Puebla,,Large,"TEPEMAXALCO, PUEBLA",,AG Census 1960,,,,,
TEPEOJUMA,Puebla,,Large,"TEPEOJUMA, PUEBLA",760.8695652,AG Census 1960,,,,,
TEPEOJUMA,Puebla,,Ejido,"TEPEOJUMA, PUEBLA",850.9687034,AG Census 1960,,,,,
TEPEOJUMA,Puebla,,Total,"TEPEOJUMA, PUEBLA",909.5074456,AG Census 1960,,,,,
TEPEOJUMA,Puebla,,Small,"TEPEOJUMA, PUEBLA",1205.128205,AG Census 1960,,,,,
TEPEXCO,Puebla,,Large,"TEPEXCO, PUEBLA",770.0348432,AG Census 1960,,,,,
TEPEXCO,Puebla,,Small,"TEPEXCO, PUEBLA",996.6777409,AG Census 1960,,,,,
TEPEXCO,Puebla,,Total,"TEPEXCO, PUEBLA",1122.340426,AG Census 1960,,,,,
TEPEXCO,Puebla,,Ejido,"TEPEXCO, PUEBLA",1313.186813,AG Census 1960,,,,,
TEPEYAHUALCO DE CUAUHTEMOC,Puebla,,Small,"TEPEYAHUALCO DE CUAUHTEMOC, PUEBLA",776.2237762,AG Census 1960,,,,,
TEPEYAHUALCO DE CUAUHTEMOC,Puebla,,Large,"TEPEYAHUALCO DE CUAUHTEMOC, PUEBLA",900,AG Census 1960,,,,,
TEPEYAHUALCO DE CUAUHTEMOC,Puebla,,Total,"TEPEYAHUALCO DE CUAUHTEMOC, PUEBLA",1003.690037,AG Census 1960,,,,,
TEPEYAHUALCO DE CUAUHTEMOC,Puebla,,Ejido,"TEPEYAHUALCO DE CUAUHTEMOC, PUEBLA",1288.135593,AG Census 1960,,,,,
TIANGUISMANALCO,Puebla,,Ejido,"TIANGUISMANALCO, PUEBLA",807.4229692,AG Census 1960,,,,,
TIANGUISMANALCO,Puebla,,Total,"TIANGUISMANALCO, PUEBLA",838.3525244,AG Census 1960,,,,,
TIANGUISMANALCO,Puebla,,Small,"TIANGUISMANALCO, PUEBLA",890.5289053,AG Census 1960,,,,,
TIANGUISMANALCO,Puebla,,Large,"TIANGUISMANALCO, PUEBLA",941.1764706,AG Census 1960,,,,,
TILAPA,Puebla,,Large,"TILAPA, PUEBLA",835.6164384,AG Census 1960,,,,,
TILAPA,Puebla,,Small,"TILAPA, PUEBLA",976.744186,AG Census 1960,,,,,
TILAPA,Puebla,,Total,"TILAPA, PUEBLA",1197.651663,AG Census 1960,,,,,
TILAPA,Puebla,,Ejido,"TILAPA, PUEBLA",1237.306843,AG Census 1960,,,,,
TLAHUAPAN,Puebla,,Large,"TLAHUAPAN, PUEBLA",869.8884758,AG Census 1960,,,,,
TLAHUAPAN,Puebla,,Total,"TLAHUAPAN, PUEBLA",980.471722,AG Census 1960,,,,,
TLAHUAPAN,Puebla,,Small,"TLAHUAPAN, PUEBLA",993.3110368,AG Census 1960,,,,,
TLAHUAPAN,Puebla,,Ejido,"TLAHUAPAN, PUEBLA",998.3902125,AG Census 1960,,,,,
TLALTENANGO,Puebla,,Small,"TLALTENANGO, PUEBLA",938.547486,AG Census 1960,,,,,
TLALTENANGO,Puebla,,Total,"TLALTENANGO, PUEBLA",955.2556818,AG Census 1960,,,,,
TLALTENANGO,Puebla,,Ejido,"TLALTENANGO, PUEBLA",972.5433526,AG Census 1960,,,,,
TLALTENANGO,Puebla,,Large,"TLALTENANGO, PUEBLA",,AG Census 1960,,,,,
TLANEPANTLA,Puebla,,Large,"TLANEPANTLA, PUEBLA",772.2772277,AG Census 1960,,,,,
TLANEPANTLA,Puebla,,Small,"TLANEPANTLA, PUEBLA",949.6981891,AG Census 1960,,,,,
TLANEPANTLA,Puebla,,Total,"TLANEPANTLA, PUEBLA",996.4994166,AG Census 1960,,,,,
TLANEPANTLA,Puebla,,Ejido,"TLANEPANTLA, PUEBLA",1173.745174,AG Census 1960,,,,,
TLAPANALA,Puebla,,Large,"TLAPANALA, PUEBLA",720.5882353,AG Census 1960,,,,,
TLAPANALA,Puebla,,Small,"TLAPANALA, PUEBLA",797.2972973,AG Census 1960,,,,,
TLAPANALA,Puebla,,Total,"TLAPANALA, PUEBLA",1042.154567,AG Census 1960,,,,,
TLAPANALA,Puebla,,Ejido,"TLAPANALA, PUEBLA",1211.963589,AG Census 1960,,,,,
TOCHIMILCO,Puebla,,Small,"TOCHIMILCO, PUEBLA",639.1891892,AG Census 1960,,,,,
TOCHIMILCO,Puebla,,Total,"TOCHIMILCO, PUEBLA",720.4188482,AG Census 1960,,,,,
TOCHIMILCO,Puebla,,Ejido,"TOCHIMILCO, PUEBLA",771.105309,AG Census 1960,,,,,
TOCHIMILCO,Puebla,,Large,"TOCHIMILCO, PUEBLA",809.5238095,AG Census 1960,,,,,
TOCHTEPEC,Puebla,,Small,"TOCHTEPEC, PUEBLA",779.1164659,AG Census 1960,,,,,
TOCHTEPEC,Puebla,,Total,"TOCHTEPEC, PUEBLA",828.6189684,AG Census 1960,,,,,
TOCHTEPEC,Puebla,,Ejido,"TOCHTEPEC, PUEBLA",870.0440529,AG Census 1960,,,,,
TOCHTEPEC,Puebla,,Large,"TOCHTEPEC, PUEBLA",915.0141643,AG Census 1960,,,,,
TZICATLACOYAN,Puebla,,Large,"TZICATLACOYAN, PUEBLA",691.1764706,AG Census 1960,,,,,
TZICATLACOYAN,Puebla,,Ejido,"TZICATLACOYAN, PUEBLA",709.9236641,AG Census 1960,,,,,
TZICATLACOYAN,Puebla,,Total,"TZICATLACOYAN, PUEBLA",770.7910751,AG Census 1960,,,,,
TZICATLACOYAN,Puebla,,Small,"TZICATLACOYAN, PUEBLA",912.7725857,AG Census 1960,,,,,
XOCHILTEPEC,Puebla,,Small,"XOCHILTEPEC, PUEBLA",762.6903553,AG Census 1960,,,,,
XOCHILTEPEC,Puebla,,Total,"XOCHILTEPEC, PUEBLA",777.1010962,AG Census 1960,,,,,
XOCHILTEPEC,Puebla,,Ejido,"XOCHILTEPEC, PUEBLA",1121.212121,AG Census 1960,,,,,
XOCHILTEPEC,Puebla,,Large,"XOCHILTEPEC, PUEBLA",,AG Census 1960,,,,,
XOCHITLAN TODOS SANTOS,Puebla,,Large,"XOCHITLAN TODOS SANTOS, PUEBLA",766.6666667,AG Census 1960,,,,,
XOCHITLAN TODOS SANTOS,Puebla,,Small,"XOCHITLAN TODOS SANTOS, PUEBLA",789.4736842,AG Census 1960,,,,,
XOCHITLAN TODOS SANTOS,Puebla,,Total,"XOCHITLAN TODOS SANTOS, PUEBLA",923.3226837,AG Census 1960,,,,,
XOCHITLAN TODOS SANTOS,Puebla,,Ejido,"XOCHITLAN TODOS SANTOS, PUEBLA",985.5855856,AG Census 1960,,,,,
YEHUALTEPEC,Puebla,,Large,"YEHUALTEPEC, PUEBLA",726.0869565,AG Census 1960,,,,,
YEHUALTEPEC,Puebla,,Small,"YEHUALTEPEC, PUEBLA",812.7413127,AG Census 1960,,,,,
YEHUALTEPEC,Puebla,,Total,"YEHUALTEPEC, PUEBLA",841.3461538,AG Census 1960,,,,,
YEHUALTEPEC,Puebla,,Ejido,"YEHUALTEPEC, PUEBLA",899.7175141,AG Census 1960,,,,,
ACUAMANALA DE MIGUEL HIDALGO,Tlaxcala,Tlaxcala,Large,"ACUAMANALA DE MIGUEL HIDALGO, TLAXCALA",559.5854922,AG Census 1960,,,,,
ACUAMANALA DE MIGUEL HIDALGO,Tlaxcala,Tlaxcala,Total,"ACUAMANALA DE MIGUEL HIDALGO, TLAXCALA",602.6097272,AG Census 1960,,,,,
ACUAMANALA DE MIGUEL HIDALGO,Tlaxcala,Tlaxcala,Small,"ACUAMANALA DE MIGUEL HIDALGO, TLAXCALA",615.3846154,AG Census 1960,,,,,
ACUAMANALA DE MIGUEL HIDALGO,Tlaxcala,Tlaxcala,Ejido,"ACUAMANALA DE MIGUEL HIDALGO, TLAXCALA",,AG Census 1960,,,,,
AMAXAC DE GUERRERO,Tlaxcala,Tlaxcala,Small,"AMAXAC DE GUERRERO, TLAXCALA",706.185567,AG Census 1960,,,,,
AMAXAC DE GUERRERO,Tlaxcala,Tlaxcala,Total,"AMAXAC DE GUERRERO, TLAXCALA",707.5630252,AG Census 1960,,,,,
AMAXAC DE GUERRERO,Tlaxcala,Tlaxcala,Large,"AMAXAC DE GUERRERO, TLAXCALA",769.2307692,AG Census 1960,,,,,
AMAXAC DE GUERRERO,Tlaxcala,Tlaxcala,Ejido,"AMAXAC DE GUERRERO, TLAXCALA",,AG Census 1960,,,,,
APETATITLAN DE ANTONIO CARVAJAL,Tlaxcala,Tlaxcala,Small,"APETATITLAN DE ANTONIO CARVAJAL, TLAXCALA",554.2763158,AG Census 1960,,,,,
APETATITLAN DE ANTONIO CARVAJAL,Tlaxcala,Tlaxcala,Total,"APETATITLAN DE ANTONIO CARVAJAL, TLAXCALA",570.3703704,AG Census 1960,,,,,
APETATITLAN DE ANTONIO CARVAJAL,Tlaxcala,Tlaxcala,Large,"APETATITLAN DE ANTONIO CARVAJAL, TLAXCALA",716.4179104,AG Census 1960,,,,,
APETATITLAN DE ANTONIO CARVAJAL,Tlaxcala,Tlaxcala,Ejido,"APETATITLAN DE ANTONIO CARVAJAL, TLAXCALA",,AG Census 1960,,,,,
APIZACO,Tlaxcala,Tlaxcala,Ejido,"APIZACO, TLAXCALA",623.015873,AG Census 1960,,,,,
APIZACO,Tlaxcala,Tlaxcala,Total,"APIZACO, TLAXCALA",651.6347238,AG Census 1960,,,,,
APIZACO,Tlaxcala,Tlaxcala,Small,"APIZACO, TLAXCALA",671.6826265,AG Census 1960,,,,,
APIZACO,Tlaxcala,Tlaxcala,Large,"APIZACO, TLAXCALA",720.0956938,AG Census 1960,,,,,
ATLANGATEPEC,Tlaxcala,Tlaxcala,Small,"ATLANGATEPEC, TLAXCALA",432.9268293,AG Census 1960,,,,,
ATLANGATEPEC,Tlaxcala,Tlaxcala,Total,"ATLANGATEPEC, TLAXCALA",675.6410256,AG Census 1960,,,,,
ATLANGATEPEC,Tlaxcala,Tlaxcala,Ejido,"ATLANGATEPEC, TLAXCALA",680.7095344,AG Census 1960,,,,,
ATLANGATEPEC,Tlaxcala,Tlaxcala,Large,"ATLANGATEPEC, TLAXCALA",746.9635628,AG Census 1960,,,,,
ATLTZAYANCA,Tlaxcala,Tlaxcala,Small,"ATLTZAYANCA, TLAXCALA",579.3357934,AG Census 1960,,,,,
ATLTZAYANCA,Tlaxcala,Tlaxcala,Ejido,"ATLTZAYANCA, TLAXCALA",635.8062538,AG Census 1960,,,,,
ATLTZAYANCA,Tlaxcala,Tlaxcala,Total,"ATLTZAYANCA, TLAXCALA",663.0025126,AG Census 1960,,,,,
ATLTZAYANCA,Tlaxcala,Tlaxcala,Large,"ATLTZAYANCA, TLAXCALA",715.2886115,AG Census 1960,,,,,
CALPULALPAN,Tlaxcala,Tlaxcala,Ejido,"CALPULALPAN, TLAXCALA",611.5186091,AG Census 1960,,,,,
CALPULALPAN,Tlaxcala,Tlaxcala,Total,"CALPULALPAN, TLAXCALA",637.6298917,AG Census 1960,,,,,
CALPULALPAN,Tlaxcala,Tlaxcala,Large,"CALPULALPAN, TLAXCALA",717.1314741,AG Census 1960,,,,,
CALPULALPAN,Tlaxcala,Tlaxcala,Small,"CALPULALPAN, TLAXCALA",802.9411765,AG Census 1960,,,,,
CHIAUTEMPAN,Tlaxcala,Tlaxcala,Large,"CHIAUTEMPAN, TLAXCALA",585.1851852,AG Census 1960,,,,,
CHIAUTEMPAN,Tlaxcala,Tlaxcala,Ejido,"CHIAUTEMPAN, TLAXCALA",614.6095718,AG Census 1960,,,,,
CHIAUTEMPAN,Tlaxcala,Tlaxcala,Total,"CHIAUTEMPAN, TLAXCALA",792.1052632,AG Census 1960,,,,,
CHIAUTEMPAN,Tlaxcala,Tlaxcala,Small,"CHIAUTEMPAN, TLAXCALA",915.4135338,AG Census 1960,,,,,
CONTLA DE JUAN CUAMATZI,Tlaxcala,Tlaxcala,Small,"CONTLA DE JUAN CUAMATZI, TLAXCALA",719.9191102,AG Census 1960,,,,,
CONTLA DE JUAN CUAMATZI,Tlaxcala,Tlaxcala,Total,"CONTLA DE JUAN CUAMATZI, TLAXCALA",720.703125,AG Census 1960,,,,,
CONTLA DE JUAN CUAMATZI,Tlaxcala,Tlaxcala,Large,"CONTLA DE JUAN CUAMATZI, TLAXCALA",742.8571429,AG Census 1960,,,,,
CONTLA DE JUAN CUAMATZI,Tlaxcala,Tlaxcala,Ejido,"CONTLA DE JUAN CUAMATZI, TLAXCALA",,AG Census 1960,,,,,
CUAPIAXTLA,Tlaxcala,Tlaxcala,Ejido,"CUAPIAXTLA, TLAXCALA",600.3787879,AG Census 1960,,,,,
CUAPIAXTLA,Tlaxcala,Tlaxcala,Total,"CUAPIAXTLA, TLAXCALA",646.3852717,AG Census 1960,,,,,
CUAPIAXTLA,Tlaxcala,Tlaxcala,Small,"CUAPIAXTLA, TLAXCALA",701.986755,AG Census 1960,,,,,
CUAPIAXTLA,Tlaxcala,Tlaxcala,Large,"CUAPIAXTLA, TLAXCALA",714.3716176,AG Census 1960,,,,,
CUAXOMULCO,Tlaxcala,Tlaxcala,Ejido,"CUAXOMULCO, TLAXCALA",580.6451613,AG Census 1960,,,,,
CUAXOMULCO,Tlaxcala,Tlaxcala,Total,"CUAXOMULCO, TLAXCALA",648.8888889,AG Census 1960,,,,,
CUAXOMULCO,Tlaxcala,Tlaxcala,Small,"CUAXOMULCO, TLAXCALA",652,AG Census 1960,,,,,
CUAXOMULCO,Tlaxcala,Tlaxcala,Large,"CUAXOMULCO, TLAXCALA",700.9345794,AG Census 1960,,,,,
EL CARMEN TEQUEXQUITLA,Tlaxcala,Tlaxcala,Small,"EL CARMEN TEQUEXQUITLA, TLAXCALA",530.1886792,AG Census 1960,,,,,
EL CARMEN TEQUEXQUITLA,Tlaxcala,Tlaxcala,Total,"EL CARMEN TEQUEXQUITLA, TLAXCALA",593.8037866,AG Census 1960,,,,,
EL CARMEN TEQUEXQUITLA,Tlaxcala,Tlaxcala,Ejido,"EL CARMEN TEQUEXQUITLA, TLAXCALA",619.8830409,AG Census 1960,,,,,
EL CARMEN TEQUEXQUITLA,Tlaxcala,Tlaxcala,Large,"EL CARMEN TEQUEXQUITLA, TLAXCALA",750,AG Census 1960,,,,,
ESPANITA,Tlaxcala,Tlaxcala,Ejido,"ESPANITA, TLAXCALA",567.9933665,AG Census 1960,,,,,
ESPANITA,Tlaxcala,Tlaxcala,Total,"ESPANITA, TLAXCALA",701.3452915,AG Census 1960,,,,,
ESPANITA,Tlaxcala,Tlaxcala,Large,"ESPANITA, TLAXCALA",735.5212355,AG Census 1960,,,,,
ESPANITA,Tlaxcala,Tlaxcala,Small,"ESPANITA, TLAXCALA",984.1897233,AG Census 1960,,,,,
HUAMANTLA,Tlaxcala,Tlaxcala,Ejido,"HUAMANTLA, TLAXCALA",677.7827182,AG Census 1960,,,,,
HUAMANTLA,Tlaxcala,Tlaxcala,Total,"HUAMANTLA, TLAXCALA",712.7886323,AG Census 1960,,,,,
HUAMANTLA,Tlaxcala,Tlaxcala,Large,"HUAMANTLA, TLAXCALA",758.1623134,AG Census 1960,,,,,
HUAMANTLA,Tlaxcala,Tlaxcala,Small,"HUAMANTLA, TLAXCALA",897.7777778,AG Census 1960,,,,,
HUEYOTLIPAN,Tlaxcala,Tlaxcala,Small,"HUEYOTLIPAN, TLAXCALA",567.2727273,AG Census 1960,,,,,
HUEYOTLIPAN,Tlaxcala,Tlaxcala,Ejido,"HUEYOTLIPAN, TLAXCALA",639.3914474,AG Census 1960,,,,,
HUEYOTLIPAN,Tlaxcala,Tlaxcala,Total,"HUEYOTLIPAN, TLAXCALA",658.0796253,AG Census 1960,,,,,
HUEYOTLIPAN,Tlaxcala,Tlaxcala,Large,"HUEYOTLIPAN, TLAXCALA",757.4047955,AG Census 1960,,,,,
IXTACUIXTLA DE MARIANO MATAMOROS,Tlaxcala,Tlaxcala,Ejido,"IXTACUIXTLA DE MARIANO MATAMOROS, TLAXCALA",622.9923922,AG Census 1960,,,,,
IXTACUIXTLA DE MARIANO MATAMOROS,Tlaxcala,Tlaxcala,Total,"IXTACUIXTLA DE MARIANO MATAMOROS, TLAXCALA",733.0556607,AG Census 1960,,,,,
IXTACUIXTLA DE MARIANO MATAMOROS,Tlaxcala,Tlaxcala,Large,"IXTACUIXTLA DE MARIANO MATAMOROS, TLAXCALA",738.3756975,AG Census 1960,,,,,
IXTACUIXTLA DE MARIANO MATAMOROS,Tlaxcala,Tlaxcala,Small,"IXTACUIXTLA DE MARIANO MATAMOROS, TLAXCALA",926.323868,AG Census 1960,,,,,
IXTENCO,Tlaxcala,Tlaxcala,Ejido,"IXTENCO, TLAXCALA",600.2060793,AG Census 1960,,,,,
IXTENCO,Tlaxcala,Tlaxcala,Total,"IXTENCO, TLAXCALA",641.4847162,AG Census 1960,,,,,
IXTENCO,Tlaxcala,Tlaxcala,Large,"IXTENCO, TLAXCALA",666.6666667,AG Census 1960,,,,,
IXTENCO,Tlaxcala,Tlaxcala,Small,"IXTENCO, TLAXCALA",874.6355685,AG Census 1960,,,,,
MAZATECOCHCO DE JOSE MARIA MORELOS,Tlaxcala,Tlaxcala,Small,"MAZATECOCHCO DE JOSE MARIA MORELOS, TLAXCALA",609.1549296,AG Census 1960,,,,,
MAZATECOCHCO DE JOSE MARIA MORELOS,Tlaxcala,Tlaxcala,Total,"MAZATECOCHCO DE JOSE MARIA MORELOS, TLAXCALA",615.9052453,AG Census 1960,,,,,
MAZATECOCHCO DE JOSE MARIA MORELOS,Tlaxcala,Tlaxcala,Large,"MAZATECOCHCO DE JOSE MARIA MORELOS, TLAXCALA",782.6086957,AG Census 1960,,,,,
MAZATECOCHCO DE JOSE MARIA MORELOS,Tlaxcala,Tlaxcala,Ejido,"MAZATECOCHCO DE JOSE MARIA MORELOS, TLAXCALA",,AG Census 1960,,,,,
MUNOZ DE DOMINGO ARENAS,Tlaxcala,Tlaxcala,Small,"MUNOZ DE DOMINGO ARENAS, TLAXCALA",581.8181818,AG Census 1960,,,,,
MUNOZ DE DOMINGO ARENAS,Tlaxcala,Tlaxcala,Large,"MUNOZ DE DOMINGO ARENAS, TLAXCALA",688.0733945,AG Census 1960,,,,,
MUNOZ DE DOMINGO ARENAS,Tlaxcala,Tlaxcala,Total,"MUNOZ DE DOMINGO ARENAS, TLAXCALA",693.5615322,AG Census 1960,,,,,
MUNOZ DE DOMINGO ARENAS,Tlaxcala,Tlaxcala,Ejido,"MUNOZ DE DOMINGO ARENAS, TLAXCALA",699.9059266,AG Census 1960,,,,,
NANACAMILPA DE MARIANO ARISTA,Tlaxcala,Tlaxcala,Ejido,"NANACAMILPA DE MARIANO ARISTA, TLAXCALA",675.8328926,AG Census 1960,,,,,
NANACAMILPA DE MARIANO ARISTA,Tlaxcala,Tlaxcala,Total,"NANACAMILPA DE MARIANO ARISTA, TLAXCALA",703.9552537,AG Census 1960,,,,,
NANACAMILPA DE MARIANO ARISTA,Tlaxcala,Tlaxcala,Large,"NANACAMILPA DE MARIANO ARISTA, TLAXCALA",770.6766917,AG Census 1960,,,,,
NANACAMILPA DE MARIANO ARISTA,Tlaxcala,Tlaxcala,Small,"NANACAMILPA DE MARIANO ARISTA, TLAXCALA",925,AG Census 1960,,,,,
NATIVITAS,Tlaxcala,Tlaxcala,Large,"NATIVITAS, TLAXCALA",638.0952381,AG Census 1960,,,,,
NATIVITAS,Tlaxcala,Tlaxcala,Ejido,"NATIVITAS, TLAXCALA",743.0213465,AG Census 1960,,,,,
NATIVITAS,Tlaxcala,Tlaxcala,Total,"NATIVITAS, TLAXCALA",818.9415042,AG Census 1960,,,,,
NATIVITAS,Tlaxcala,Tlaxcala,Small,"NATIVITAS, TLAXCALA",1013.346044,AG Census 1960,,,,,
PANOTLA,Tlaxcala,Tlaxcala,Ejido,"PANOTLA, TLAXCALA",707.0588235,AG Census 1960,,,,,
PANOTLA,Tlaxcala,Tlaxcala,Large,"PANOTLA, TLAXCALA",740.1812689,AG Census 1960,,,,,
PANOTLA,Tlaxcala,Tlaxcala,Total,"PANOTLA, TLAXCALA",864.3724696,AG Census 1960,,,,,
PANOTLA,Tlaxcala,Tlaxcala,Small,"PANOTLA, TLAXCALA",1000,AG Census 1960,,,,,
PAPALOTLA DE XICOHTENCATL,Tlaxcala,Tlaxcala,Ejido,"PAPALOTLA DE XICOHTENCATL, TLAXCALA",484.8726115,AG Census 1960,,,,,
PAPALOTLA DE XICOHTENCATL,Tlaxcala,Tlaxcala,Large,"PAPALOTLA DE XICOHTENCATL, TLAXCALA",666.6666667,AG Census 1960,,,,,
PAPALOTLA DE XICOHTENCATL,Tlaxcala,Tlaxcala,Total,"PAPALOTLA DE XICOHTENCATL, TLAXCALA",782.4806772,AG Census 1960,,,,,
PAPALOTLA DE XICOHTENCATL,Tlaxcala,Tlaxcala,Small,"PAPALOTLA DE XICOHTENCATL, TLAXCALA",1043.75,AG Census 1960,,,,,
SAN PABLO DEL MONTE,Tlaxcala,Tlaxcala,Small,"SAN PABLO DEL MONTE, TLAXCALA",578.1945327,AG Census 1960,,,,,
SAN PABLO DEL MONTE,Tlaxcala,Tlaxcala,Total,"SAN PABLO DEL MONTE, TLAXCALA",585.8555589,AG Census 1960,,,,,
SAN PABLO DEL MONTE,Tlaxcala,Tlaxcala,Large,"SAN PABLO DEL MONTE, TLAXCALA",712.0418848,AG Census 1960,,,,,
SAN PABLO DEL MONTE,Tlaxcala,Tlaxcala,Ejido,"SAN PABLO DEL MONTE, TLAXCALA",,AG Census 1960,,,,,
SANCTORUM DE LAZARO CARDENAS,Tlaxcala,Tlaxcala,Ejido,"SANCTORUM DE LAZARO CARDENAS, TLAXCALA",584.4327177,AG Census 1960,,,,,
SANCTORUM DE LAZARO CARDENAS,Tlaxcala,Tlaxcala,Total,"SANCTORUM DE LAZARO CARDENAS, TLAXCALA",596.8879164,AG Census 1960,,,,,
SANCTORUM DE LAZARO CARDENAS,Tlaxcala,Tlaxcala,Small,"SANCTORUM DE LAZARO CARDENAS, TLAXCALA",719.0082645,AG Census 1960,,,,,
SANCTORUM DE LAZARO CARDENAS,Tlaxcala,Tlaxcala,Large,"SANCTORUM DE LAZARO CARDENAS, TLAXCALA",757.4257426,AG Census 1960,,,,,
SANTA CRUZ TLAXCALA,Tlaxcala,Tlaxcala,Ejido,"SANTA CRUZ TLAXCALA, TLAXCALA",511.0619469,AG Census 1960,,,,,
SANTA CRUZ TLAXCALA,Tlaxcala,Tlaxcala,Total,"SANTA CRUZ TLAXCALA, TLAXCALA",688.5941645,AG Census 1960,,,,,
SANTA CRUZ TLAXCALA,Tlaxcala,Tlaxcala,Large,"SANTA CRUZ TLAXCALA, TLAXCALA",724.025974,AG Census 1960,,,,,
SANTA CRUZ TLAXCALA,Tlaxcala,Tlaxcala,Small,"SANTA CRUZ TLAXCALA, TLAXCALA",750.2222222,AG Census 1960,,,,,
TENANCINGO,Tlaxcala,Tlaxcala,Large,"TENANCINGO, TLAXCALA",727.2727273,AG Census 1960,,,,,
TENANCINGO,Tlaxcala,Tlaxcala,Total,"TENANCINGO, TLAXCALA",882.0638821,AG Census 1960,,,,,
TENANCINGO,Tlaxcala,Tlaxcala,Small,"TENANCINGO, TLAXCALA",884.9040867,AG Census 1960,,,,,
TENANCINGO,Tlaxcala,Tlaxcala,Ejido,"TENANCINGO, TLAXCALA",,AG Census 1960,,,,,
TEOLOCHOLCO,Tlaxcala,Tlaxcala,Ejido,"TEOLOCHOLCO, TLAXCALA",410.5263158,AG Census 1960,,,,,
TEOLOCHOLCO,Tlaxcala,Tlaxcala,Large,"TEOLOCHOLCO, TLAXCALA",550,AG Census 1960,,,,,
TEOLOCHOLCO,Tlaxcala,Tlaxcala,Total,"TEOLOCHOLCO, TLAXCALA",748.5276796,AG Census 1960,,,,,
TEOLOCHOLCO,Tlaxcala,Tlaxcala,Small,"TEOLOCHOLCO, TLAXCALA",797.6839237,AG Census 1960,,,,,
TEPETITLA DE LARDIZABAL,Tlaxcala,Tlaxcala,Large,"TEPETITLA DE LARDIZABAL, TLAXCALA",721.7391304,AG Census 1960,,,,,
TEPETITLA DE LARDIZABAL,Tlaxcala,Tlaxcala,Ejido,"TEPETITLA DE LARDIZABAL, TLAXCALA",800,AG Census 1960,,,,,
TEPETITLA DE LARDIZABAL,Tlaxcala,Tlaxcala,Total,"TEPETITLA DE LARDIZABAL, TLAXCALA",1011.378849,AG Census 1960,,,,,
TEPETITLA DE LARDIZABAL,Tlaxcala,Tlaxcala,Small,"TEPETITLA DE LARDIZABAL, TLAXCALA",1251.738526,AG Census 1960,,,,,
TEPEYANCO,Tlaxcala,Tlaxcala,Small,"TEPEYANCO, TLAXCALA",871.9512195,AG Census 1960,,,,,
TEPEYANCO,Tlaxcala,Tlaxcala,Total,"TEPEYANCO, TLAXCALA",894.7927736,AG Census 1960,,,,,
TEPEYANCO,Tlaxcala,Tlaxcala,Ejido,"TEPEYANCO, TLAXCALA",1049.586777,AG Census 1960,,,,,
TEPEYANCO,Tlaxcala,Tlaxcala,Large,"TEPEYANCO, TLAXCALA",,AG Census 1960,,,,,
TERRENATE,Tlaxcala,Tlaxcala,Ejido,"TERRENATE, TLAXCALA",524.068323,AG Census 1960,,,,,
TERRENATE,Tlaxcala,Tlaxcala,Small,"TERRENATE, TLAXCALA",560.9756098,AG Census 1960,,,,,
TERRENATE,Tlaxcala,Tlaxcala,Total,"TERRENATE, TLAXCALA",599.0321466,AG Census 1960,,,,,
TERRENATE,Tlaxcala,Tlaxcala,Large,"TERRENATE, TLAXCALA",661.7647059,AG Census 1960,,,,,
TETLA DE LA SOLIDARIDAD,Tlaxcala,Tlaxcala,Small,"TETLA DE LA SOLIDARIDAD, TLAXCALA",622.4747475,AG Census 1960,,,,,
TETLA DE LA SOLIDARIDAD,Tlaxcala,Tlaxcala,Ejido,"TETLA DE LA SOLIDARIDAD, TLAXCALA",623.1086657,AG Census 1960,,,,,
TETLA DE LA SOLIDARIDAD,Tlaxcala,Tlaxcala,Total,"TETLA DE LA SOLIDARIDAD, TLAXCALA",655.1335088,AG Census 1960,,,,,
TETLA DE LA SOLIDARIDAD,Tlaxcala,Tlaxcala,Large,"TETLA DE LA SOLIDARIDAD, TLAXCALA",830.5084746,AG Census 1960,,,,,
TETLATLAHUCA,Tlaxcala,Tlaxcala,Large,"TETLATLAHUCA, TLAXCALA",640,AG Census 1960,,,,,
TETLATLAHUCA,Tlaxcala,Tlaxcala,Ejido,"TETLATLAHUCA, TLAXCALA",788.6676876,AG Census 1960,,,,,
TETLATLAHUCA,Tlaxcala,Tlaxcala,Total,"TETLATLAHUCA, TLAXCALA",795.1408062,AG Census 1960,,,,,
TETLATLAHUCA,Tlaxcala,Tlaxcala,Small,"TETLATLAHUCA, TLAXCALA",805.9566787,AG Census 1960,,,,,
TLAXCALA,Tlaxcala,Tlaxcala,Ejido,"TLAXCALA, TLAXCALA",621.761658,AG Census 1960,,,,,
TLAXCALA,Tlaxcala,Tlaxcala,Large,"TLAXCALA, TLAXCALA",656.0509554,AG Census 1960,,,,,
TLAXCALA,Tlaxcala,Tlaxcala,Total,"TLAXCALA, TLAXCALA",766.7161961,AG Census 1960,,,,,
TLAXCALA,Tlaxcala,Tlaxcala,Small,"TLAXCALA, TLAXCALA",812.248996,AG Census 1960,,,,,
TLAXCO,Tlaxcala,Tlaxcala,Small,"TLAXCO, TLAXCALA",610.8597285,AG Census 1960,,,,,
