ORD,Location,State,Region,INCLUDE,Size,NOM,Harvested_ha,Fallow_ha,Maize1960_ha,Maize1960_kg,MaizeIrr1960_ha,Maize1960_t,Maize1960_kgha,Fert_ha,Properties,Properties_ha,Cultiv_ha,Irrigated_ha,Humedad_ha,Temporal_ha,FPA_ha,Pasture_ha,Forest_ha,UncultivArable_ha,Inarable_ha
3893,MOLOACAN,Veracruz,,FALSE,Total,"MOLOACAN, VERACRUZ DE IGNACIO DE LA LLAVE",1181,1005,1009,1057000,0,1057,1047.571853,0,,,0,,,,,,,,
3894,MOLOACAN,Veracruz,,FALSE,Large,"MOLOACAN, VERACRUZ DE IGNACIO DE LA LLAVE",537,318,466,510000,0,510,1094.420601,0,,,0,,,,,,,,
3895,MOLOACAN,Veracruz,,FALSE,Small,"MOLOACAN, VERACRUZ DE IGNACIO DE LA LLAVE",0,0,0,0,0,0,,0,,,0,,,,,,,,
3896,MOLOACAN,Veracruz,,FALSE,Ejido,"MOLOACAN, VERACRUZ DE IGNACIO DE LA LLAVE",644,687,543,547000,0,547,1007.366483,0,,,0,,,,,,,,
3897,NAOLINCO,Veracruz,,FALSE,Total,"NAOLINCO, VERACRUZ DE IGNACIO DE LA LLAVE",2461,24,2084,2023000,0,2023,970.7293666,25,,,0,,,,,,,,
3898,NAOLINCO,Veracruz,,FALSE,Large,"NAOLINCO, VERACRUZ DE IGNACIO DE LA LLAVE",1265,24,1012,1094000,0,1094,1081.027668,25,,,0,,,,,,,,
3899,NAOLINCO,Veracruz,,FALSE,Small,"NAOLINCO, VERACRUZ DE IGNACIO DE LA LLAVE",759,0,735,588000,0,588,800,0,,,0,,,,,,,,
3900,NAOLINCO,Veracruz,,FALSE,Ejido,"NAOLINCO, VERACRUZ DE IGNACIO DE LA LLAVE",437,0,337,341000,0,341,1011.869436,0,,,0,,,,,,,,
3901,NARANJAL,Veracruz,,FALSE,Total,"NARANJAL, VERACRUZ DE IGNACIO DE LA LLAVE",42,5,49,56000,0,56,1142.857143,0,,,0,,,,,,,,
3902,NARANJAL,Veracruz,,FALSE,Large,"NARANJAL, VERACRUZ DE IGNACIO DE LA LLAVE",20,5,28,31000,0,31,1107.142857,0,,,0,,,,,,,,
3903,NARANJAL,Veracruz,,FALSE,Small,"NARANJAL, VERACRUZ DE IGNACIO DE LA LLAVE",22,0,21,25000,0,25,1190.47619,0,,,0,,,,,,,,
3904,NARANJAL,Veracruz,,FALSE,Ejido,"NARANJAL, VERACRUZ DE IGNACIO DE LA LLAVE",0,0,0,0,0,0,,0,,,0,,,,,,,,
3905,NAUTLA,Veracruz,,FALSE,Total,"NAUTLA, VERACRUZ DE IGNACIO DE LA LLAVE",6094,40,5357,6348000,0,6348,1184.9916,632,,,0,,,,,,,,
3906,NAUTLA,Veracruz,,FALSE,Large,"NAUTLA, VERACRUZ DE IGNACIO DE LA LLAVE",4424,0,3978,4830000,0,4830,1214.177979,387,,,0,,,,,,,,
3907,NAUTLA,Veracruz,,FALSE,Small,"NAUTLA, VERACRUZ DE IGNACIO DE LA LLAVE",0,0,0,0,0,0,,0,,,0,,,,,,,,
3908,NAUTLA,Veracruz,,FALSE,Ejido,"NAUTLA, VERACRUZ DE IGNACIO DE LA LLAVE",1670,40,1379,1518000,0,1518,1100.797679,245,,,0,,,,,,,,
3909,NOGALES,Veracruz,,FALSE,Total,"NOGALES, VERACRUZ DE IGNACIO DE LA LLAVE",806,56,705,696000,154,696,987.2340426,207,,,0,,,,,,,,
3910,NOGALES,Veracruz,,FALSE,Large,"NOGALES, VERACRUZ DE IGNACIO DE LA LLAVE",114,1,102,102000,13,102,1000,0,,,0,,,,,,,,
3911,NOGALES,Veracruz,,FALSE,Small,"NOGALES, VERACRUZ DE IGNACIO DE LA LLAVE",343,0,321,311000,72,311,968.847352,0,,,0,,,,,,,,
3912,NOGALES,Veracruz,,FALSE,Ejido,"NOGALES, VERACRUZ DE IGNACIO DE LA LLAVE",349,55,282,283000,69,283,1003.546099,207,,,0,,,,,,,,
3913,OLUTA,Veracruz,,FALSE,Total,"OLUTA, VERACRUZ DE IGNACIO DE LA LLAVE",1415,444,1070,1124000,0,1124,1050.46729,0,,,0,,,,,,,,
3914,OLUTA,Veracruz,,FALSE,Large,"OLUTA, VERACRUZ DE IGNACIO DE LA LLAVE",308,267,305,354000,0,354,1160.655738,0,,,0,,,,,,,,
3915,OLUTA,Veracruz,,FALSE,Small,"OLUTA, VERACRUZ DE IGNACIO DE LA LLAVE",2,0,2,2000,0,2,1000,0,,,0,,,,,,,,
3916,OLUTA,Veracruz,,FALSE,Ejido,"OLUTA, VERACRUZ DE IGNACIO DE LA LLAVE",1105,177,763,768000,0,768,1006.55308,0,,,0,,,,,,,,
3917,ORIZABA,Veracruz,,FALSE,Total,"ORIZABA, VERACRUZ DE IGNACIO DE LA LLAVE",299,3,137,135000,72,135,985.4014599,68,,,0,,,,,,,,
3918,ORIZABA,Veracruz,,FALSE,Large,"ORIZABA, VERACRUZ DE IGNACIO DE LA LLAVE",109,3,49,44000,0,44,897.9591837,68,,,0,,,,,,,,
3919,ORIZABA,Veracruz,,FALSE,Small,"ORIZABA, VERACRUZ DE IGNACIO DE LA LLAVE",190,0,88,91000,72,91,1034.090909,0,,,0,,,,,,,,
3920,ORIZABA,Veracruz,,FALSE,Ejido,"ORIZABA, VERACRUZ DE IGNACIO DE LA LLAVE",0,0,0,0,0,0,,0,,,0,,,,,,,,
3921,OTATITLAN,Veracruz,,FALSE,Total,"OTATITLAN, VERACRUZ DE IGNACIO DE LA LLAVE",846,23,473,496000,0,496,1048.625793,0,,,0,,,,,,,,
3922,OTATITLAN,Veracruz,,FALSE,Large,"OTATITLAN, VERACRUZ DE IGNACIO DE LA LLAVE",408,23,262,272000,0,272,1038.167939,0,,,0,,,,,,,,
3923,OTATITLAN,Veracruz,,FALSE,Small,"OTATITLAN, VERACRUZ DE IGNACIO DE LA LLAVE",82,0,59,70000,0,70,1186.440678,0,,,0,,,,,,,,
3924,OTATITLAN,Veracruz,,FALSE,Ejido,"OTATITLAN, VERACRUZ DE IGNACIO DE LA LLAVE",356,0,152,154000,0,154,1013.157895,0,,,0,,,,,,,,
3925,OTEAPAN,Veracruz,,FALSE,Total,"OTEAPAN, VERACRUZ DE IGNACIO DE LA LLAVE",285,775,285,292000,0,292,1024.561404,0,,,0,,,,,,,,
3926,OTEAPAN,Veracruz,,FALSE,Large,"OTEAPAN, VERACRUZ DE IGNACIO DE LA LLAVE",90,66,90,93000,0,93,1033.333333,0,,,0,,,,,,,,
3927,OTEAPAN,Veracruz,,FALSE,Small,"OTEAPAN, VERACRUZ DE IGNACIO DE LA LLAVE",0,0,0,0,0,0,,0,,,0,,,,,,,,
3928,OTEAPAN,Veracruz,,FALSE,Ejido,"OTEAPAN, VERACRUZ DE IGNACIO DE LA LLAVE",195,709,195,199000,0,199,1020.512821,0,,,0,,,,,,,,
3929,OZULUAMA DE MASCARENAS,Veracruz,,FALSE,Total,"OZULUAMA DE MASCARENAS, VERACRUZ DE IGNACIO DE LA LLAVE",1944,569,1711,1723000,0,1723,1007.013442,160,,,0,,,,,,,,
3930,OZULUAMA DE MASCARENAS,Veracruz,,FALSE,Large,"OZULUAMA DE MASCARENAS, VERACRUZ DE IGNACIO DE LA LLAVE",865,246,827,821000,0,821,992.7448609,158,,,0,,,,,,,,
3931,OZULUAMA DE MASCARENAS,Veracruz,,FALSE,Small,"OZULUAMA DE MASCARENAS, VERACRUZ DE IGNACIO DE LA LLAVE",21,0,20,20000,0,20,1000,0,,,0,,,,,,,,
3932,OZULUAMA DE MASCARENAS,Veracruz,,FALSE,Ejido,"OZULUAMA DE MASCARENAS, VERACRUZ DE IGNACIO DE LA LLAVE",1058,323,864,882000,0,882,1020.833333,2,,,0,,,,,,,,
3933,PAJAPAN,Veracruz,,FALSE,Total,"PAJAPAN, VERACRUZ DE IGNACIO DE LA LLAVE",7934,13,5566,6595000,0,6595,1184.87244,12,,,0,,,,,,,,
3934,PAJAPAN,Veracruz,,FALSE,Large,"PAJAPAN, VERACRUZ DE IGNACIO DE LA LLAVE",7431,13,5121,6148000,0,6148,1200.546768,12,,,0,,,,,,,,
3935,PAJAPAN,Veracruz,,FALSE,Small,"PAJAPAN, VERACRUZ DE IGNACIO DE LA LLAVE",0,0,0,0,0,0,,0,,,0,,,,,,,,
3936,PAJAPAN,Veracruz,,FALSE,Ejido,"PAJAPAN, VERACRUZ DE IGNACIO DE LA LLAVE",503,0,445,447000,0,447,1004.494382,0,,,0,,,,,,,,
3937,PANUCO,Veracruz,,FALSE,Total,"PANUCO, VERACRUZ DE IGNACIO DE LA LLAVE",12601,7997,8741,9359000,0,9359,1070.701293,49,,,0,,,,,,,,
3938,PANUCO,Veracruz,,FALSE,Large,"PANUCO, VERACRUZ DE IGNACIO DE LA LLAVE",6646,321,4421,4980000,0,4980,1126.441981,12,,,0,,,,,,,,
3939,PANUCO,Veracruz,,FALSE,Small,"PANUCO, VERACRUZ DE IGNACIO DE LA LLAVE",640,0,321,282000,0,282,878.5046729,0,,,0,,,,,,,,
3940,PANUCO,Veracruz,,FALSE,Ejido,"PANUCO, VERACRUZ DE IGNACIO DE LA LLAVE",5315,7676,3999,4097000,0,4097,1024.506127,37,,,0,,,,,,,,
3941,PAPANTLA,Veracruz,,FALSE,Total,"PAPANTLA, VERACRUZ DE IGNACIO DE LA LLAVE",27713,1530,16991,18755000,0,18755,1103.819669,10377,,,0,,,,,,,,
3942,PAPANTLA,Veracruz,,FALSE,Large,"PAPANTLA, VERACRUZ DE IGNACIO DE LA LLAVE",17884,125,9045,10733000,0,10733,1186.622443,8626,,,0,,,,,,,,
3943,PAPANTLA,Veracruz,,FALSE,Small,"PAPANTLA, VERACRUZ DE IGNACIO DE LA LLAVE",67,0,54,56000,0,56,1037.037037,0,,,0,,,,,,,,
3944,PAPANTLA,Veracruz,,FALSE,Ejido,"PAPANTLA, VERACRUZ DE IGNACIO DE LA LLAVE",9762,1405,7892,7966000,0,7966,1009.376584,1751,,,0,,,,,,,,
3945,PASO DEL MACHO,Veracruz,,FALSE,Total,"PASO DEL MACHO, VERACRUZ DE IGNACIO DE LA LLAVE",9341,3089,1908,1803000,0,1803,944.9685535,2860,,,0,,,,,,,,
3946,PASO DEL MACHO,Veracruz,,FALSE,Large,"PASO DEL MACHO, VERACRUZ DE IGNACIO DE LA LLAVE",7275,254,1263,1153000,0,1153,912.9057799,772,,,0,,,,,,,,
3947,PASO DEL MACHO,Veracruz,,FALSE,Small,"PASO DEL MACHO, VERACRUZ DE IGNACIO DE LA LLAVE",47,0,11,10000,0,10,909.0909091,0,,,0,,,,,,,,
3948,PASO DEL MACHO,Veracruz,,FALSE,Ejido,"PASO DEL MACHO, VERACRUZ DE IGNACIO DE LA LLAVE",2019,2835,634,640000,0,640,1009.463722,2088,,,0,,,,,,,,
3949,PASO DE OVEJAS,Veracruz,,FALSE,Total,"PASO DE OVEJAS, VERACRUZ DE IGNACIO DE LA LLAVE",5750,243,4130,4251000,478,4251,1029.297821,627,,,0,,,,,,,,
3950,PASO DE OVEJAS,Veracruz,,FALSE,Large,"PASO DE OVEJAS, VERACRUZ DE IGNACIO DE LA LLAVE",1629,6,1327,1438000,83,1438,1083.647325,135,,,0,,,,,,,,
3951,PASO DE OVEJAS,Veracruz,,FALSE,Small,"PASO DE OVEJAS, VERACRUZ DE IGNACIO DE LA LLAVE",101,0,57,56000,20,56,982.4561404,0,,,0,,,,,,,,
3952,PASO DE OVEJAS,Veracruz,,FALSE,Ejido,"PASO DE OVEJAS, VERACRUZ DE IGNACIO DE LA LLAVE",4020,237,2746,2757000,375,2757,1004.005827,492,,,0,,,,,,,,
3953,LA PERLA,Veracruz,,FALSE,Total,"LA PERLA, VERACRUZ DE IGNACIO DE LA LLAVE",1216,451,1115,1077000,0,1077,965.9192825,532,,,0,,,,,,,,
3954,LA PERLA,Veracruz,,FALSE,Large,"LA PERLA, VERACRUZ DE IGNACIO DE LA LLAVE",765,451,671,654000,0,654,974.6646796,489,,,0,,,,,,,,
3955,LA PERLA,Veracruz,,FALSE,Small,"LA PERLA, VERACRUZ DE IGNACIO DE LA LLAVE",421,0,414,393000,0,393,949.2753623,0,,,0,,,,,,,,
3956,LA PERLA,Veracruz,,FALSE,Ejido,"LA PERLA, VERACRUZ DE IGNACIO DE LA LLAVE",30,0,30,30000,0,30,1000,43,,,0,,,,,,,,
3957,PEROTE,Veracruz,,FALSE,Total,"PEROTE, VERACRUZ DE IGNACIO DE LA LLAVE",14507,76,7897,7980000,19,7980,1010.51032,858,,,0,,,,,,,,
3958,PEROTE,Veracruz,,FALSE,Large,"PEROTE, VERACRUZ DE IGNACIO DE LA LLAVE",3158,76,1139,1187000,19,1187,1042.14223,117,,,0,,,,,,,,
3959,PEROTE,Veracruz,,FALSE,Small,"PEROTE, VERACRUZ DE IGNACIO DE LA LLAVE",283,0,208,181000,0,181,870.1923077,0,,,0,,,,,,,,
3960,PEROTE,Veracruz,,FALSE,Ejido,"PEROTE, VERACRUZ DE IGNACIO DE LA LLAVE",11066,0,6550,6612000,0,6612,1009.465649,741,,,0,,,,,,,,
3961,PLATON SANCHEZ,Veracruz,,FALSE,Total,"PLATON SANCHEZ, VERACRUZ DE IGNACIO DE LA LLAVE",2329,659,1308,1270000,0,1270,970.9480122,372,,,0,,,,,,,,
3962,PLATON SANCHEZ,Veracruz,,FALSE,Large,"PLATON SANCHEZ, VERACRUZ DE IGNACIO DE LA LLAVE",912,224,553,496000,0,496,896.925859,372,,,0,,,,,,,,
3963,PLATON SANCHEZ,Veracruz,,FALSE,Small,"PLATON SANCHEZ, VERACRUZ DE IGNACIO DE LA LLAVE",1,0,1,1000,0,1,1000,0,,,0,,,,,,,,
3964,PLATON SANCHEZ,Veracruz,,FALSE,Ejido,"PLATON SANCHEZ, VERACRUZ DE IGNACIO DE LA LLAVE",1416,435,754,773000,0,773,1025.198939,0,,,0,,,,,,,,
3965,PLAYA VICENTE,Veracruz,,FALSE,Total,"PLAYA VICENTE, VERACRUZ DE IGNACIO DE LA LLAVE",9993,1534,7209,7673000,18,7673,1064.363989,1206,,,0,,,,,,,,
3966,PLAYA VICENTE,Veracruz,,FALSE,Large,"PLAYA VICENTE, VERACRUZ DE IGNACIO DE LA LLAVE",5484,855,3787,4239000,18,4239,1119.355691,958,,,0,,,,,,,,
3967,PLAYA VICENTE,Veracruz,,FALSE,Small,"PLAYA VICENTE, VERACRUZ DE IGNACIO DE LA LLAVE",2,0,2,2000,0,2,1000,0,,,0,,,,,,,,
3968,PLAYA VICENTE,Veracruz,,FALSE,Ejido,"PLAYA VICENTE, VERACRUZ DE IGNACIO DE LA LLAVE",4507,679,3420,3432000,0,3432,1003.508772,248,,,0,,,,,,,,
3969,POZA RICA DE HIDALGO,Veracruz,,FALSE,Total,"POZA RICA DE HIDALGO, VERACRUZ DE IGNACIO DE LA LLAVE",5302,200,3208,3415000,0,3415,1064.526185,0,,,0,,,,,,,,
3970,POZA RICA DE HIDALGO,Veracruz,,FALSE,Large,"POZA RICA DE HIDALGO, VERACRUZ DE IGNACIO DE LA LLAVE",4937,0,2871,3075000,0,3075,1071.055381,0,,,0,,,,,,,,
3971,POZA RICA DE HIDALGO,Veracruz,,FALSE,Small,"POZA RICA DE HIDALGO, VERACRUZ DE IGNACIO DE LA LLAVE",6,0,1,1000,0,1,1000,0,,,0,,,,,,,,
3972,POZA RICA DE HIDALGO,Veracruz,,FALSE,Ejido,"POZA RICA DE HIDALGO, VERACRUZ DE IGNACIO DE LA LLAVE",359,200,336,339000,0,339,1008.928571,0,,,0,,,,,,,,
3973,PUEBLO VIEJO,Veracruz,,FALSE,Total,"PUEBLO VIEJO, VERACRUZ DE IGNACIO DE LA LLAVE",1479,1153,899,923000,0,923,1026.696329,1,,,0,,,,,,,,
3974,PUEBLO VIEJO,Veracruz,,FALSE,Large,"PUEBLO VIEJO, VERACRUZ DE IGNACIO DE LA LLAVE",168,34,149,158000,0,158,1060.402685,0,,,0,,,,,,,,
3975,PUEBLO VIEJO,Veracruz,,FALSE,Small,"PUEBLO VIEJO, VERACRUZ DE IGNACIO DE LA LLAVE",1,0,0,0,0,0,,0,,,0,,,,,,,,
3976,PUEBLO VIEJO,Veracruz,,FALSE,Ejido,"PUEBLO VIEJO, VERACRUZ DE IGNACIO DE LA LLAVE",1310,1119,750,765000,0,765,1020,1,,,0,,,,,,,,
3977,PUENTE NACIONAL,Veracruz,,FALSE,Total,"PUENTE NACIONAL, VERACRUZ DE IGNACIO DE LA LLAVE",4340,118,3257,3290000,70,3290,1010.132023,190,,,0,,,,,,,,
3978,PUENTE NACIONAL,Veracruz,,FALSE,Large,"PUENTE NACIONAL, VERACRUZ DE IGNACIO DE LA LLAVE",801,5,744,710000,5,710,954.3010753,28,,,0,,,,,,,,
3979,PUENTE NACIONAL,Veracruz,,FALSE,Small,"PUENTE NACIONAL, VERACRUZ DE IGNACIO DE LA LLAVE",65,0,58,59000,0,59,1017.241379,0,,,0,,,,,,,,
3980,PUENTE NACIONAL,Veracruz,,FALSE,Ejido,"PUENTE NACIONAL, VERACRUZ DE IGNACIO DE LA LLAVE",3474,113,2455,2521000,65,2521,1026.88391,162,,,0,,,,,,,,
3981,RAFAEL DELGADO,Veracruz,,FALSE,Total,"RAFAEL DELGADO, VERACRUZ DE IGNACIO DE LA LLAVE",798,21,605,629000,325,629,1039.669421,25,,,0,,,,,,,,
3982,RAFAEL DELGADO,Veracruz,,FALSE,Large,"RAFAEL DELGADO, VERACRUZ DE IGNACIO DE LA LLAVE",79,21,66,64000,0,64,969.6969697,7,,,0,,,,,,,,
3983,RAFAEL DELGADO,Veracruz,,FALSE,Small,"RAFAEL DELGADO, VERACRUZ DE IGNACIO DE LA LLAVE",162,0,153,171000,20,171,1117.647059,0,,,0,,,,,,,,
3984,RAFAEL DELGADO,Veracruz,,FALSE,Ejido,"RAFAEL DELGADO, VERACRUZ DE IGNACIO DE LA LLAVE",557,0,386,394000,305,394,1020.725389,18,,,0,,,,,,,,
3985,RAFAEL LUCIO,Veracruz,,FALSE,Total,"RAFAEL LUCIO, VERACRUZ DE IGNACIO DE LA LLAVE",855,2,853,874000,0,874,1024.618992,73,,,0,,,,,,,,
3986,RAFAEL LUCIO,Veracruz,,FALSE,Large,"RAFAEL LUCIO, VERACRUZ DE IGNACIO DE LA LLAVE",201,2,201,211000,0,211,1049.751244,73,,,0,,,,,,,,
3987,RAFAEL LUCIO,Veracruz,,FALSE,Small,"RAFAEL LUCIO, VERACRUZ DE IGNACIO DE LA LLAVE",221,0,219,226000,0,226,1031.96347,0,,,0,,,,,,,,
3988,RAFAEL LUCIO,Veracruz,,FALSE,Ejido,"RAFAEL LUCIO, VERACRUZ DE IGNACIO DE LA LLAVE",433,0,433,437000,0,437,1009.237875,0,,,0,,,,,,,,
3989,LOS REYES,Veracruz,,FALSE,Total,"LOS REYES, VERACRUZ DE IGNACIO DE LA LLAVE",321,214,320,345000,0,345,1078.125,483,,,0,,,,,,,,
3990,LOS REYES,Veracruz,,FALSE,Large,"LOS REYES, VERACRUZ DE IGNACIO DE LA LLAVE",231,214,230,258000,0,258,1121.73913,47,,,0,,,,,,,,
3991,LOS REYES,Veracruz,,FALSE,Small,"LOS REYES, VERACRUZ DE IGNACIO DE LA LLAVE",90,0,90,87000,0,87,966.6666667,0,,,0,,,,,,,,
3992,LOS REYES,Veracruz,,FALSE,Ejido,"LOS REYES, VERACRUZ DE IGNACIO DE LA LLAVE",0,0,0,0,0,0,,436,,,0,,,,,,,,
3993,SALTABARRANCA,Veracruz,,FALSE,Total,"SALTABARRANCA, VERACRUZ DE IGNACIO DE LA LLAVE",1781,2,315,333000,0,333,1057.142857,733,,,0,,,,,,,,
3994,SALTABARRANCA,Veracruz,,FALSE,Large,"SALTABARRANCA, VERACRUZ DE IGNACIO DE LA LLAVE",912,2,110,98000,0,98,890.9090909,283,,,0,,,,,,,,
3995,SALTABARRANCA,Veracruz,,FALSE,Small,"SALTABARRANCA, VERACRUZ DE IGNACIO DE LA LLAVE",47,0,0,0,0,0,,0,,,0,,,,,,,,
3996,SALTABARRANCA,Veracruz,,FALSE,Ejido,"SALTABARRANCA, VERACRUZ DE IGNACIO DE LA LLAVE",822,0,205,235000,0,235,1146.341463,450,,,0,,,,,,,,
3997,SAN ANDRES TENEJAPAN,Veracruz,,FALSE,Total,"SAN ANDRES TENEJAPAN, VERACRUZ DE IGNACIO DE LA LLAVE",78,0,77,57000,0,57,740.2597403,0,,,0,,,,,,,,
3998,SAN ANDRES TENEJAPAN,Veracruz,,FALSE,Large,"SAN ANDRES TENEJAPAN, VERACRUZ DE IGNACIO DE LA LLAVE",5,0,5,5000,0,5,1000,0,,,0,,,,,,,,
3999,SAN ANDRES TENEJAPAN,Veracruz,,FALSE,Small,"SAN ANDRES TENEJAPAN, VERACRUZ DE IGNACIO DE LA LLAVE",73,0,72,52000,0,52,722.2222222,0,,,0,,,,,,,,
4000,SAN ANDRES TENEJAPAN,Veracruz,,FALSE,Ejido,"SAN ANDRES TENEJAPAN, VERACRUZ DE IGNACIO DE LA LLAVE",0,0,0,0,0,0,,0,,,0,,,,,,,,
4001,SAN ANDRES TUXTLA,Veracruz,,FALSE,Total,"SAN ANDRES TUXTLA, VERACRUZ DE IGNACIO DE LA LLAVE",17949,1739,12535,12236000,2,12236,976.146789,1044,,,0,,,,,,,,
4002,SAN ANDRES TUXTLA,Veracruz,,FALSE,Large,"SAN ANDRES TUXTLA, VERACRUZ DE IGNACIO DE LA LLAVE",2499,40,1717,1366000,2,1366,795.573675,241,,,0,,,,,,,,
4003,SAN ANDRES TUXTLA,Veracruz,,FALSE,Small,"SAN ANDRES TUXTLA, VERACRUZ DE IGNACIO DE LA LLAVE",306,0,290,262000,0,262,903.4482759,0,,,0,,,,,,,,
4004,SAN ANDRES TUXTLA,Veracruz,,FALSE,Ejido,"SAN ANDRES TUXTLA, VERACRUZ DE IGNACIO DE LA LLAVE",15144,1699,10528,10608000,0,10608,1007.598784,803,,,0,,,,,,,,
4005,SAN JUAN EVANGELISTA,Veracruz,,FALSE,Total,"SAN JUAN EVANGELISTA, VERACRUZ DE IGNACIO DE LA LLAVE",13992,4175,7046,7638000,24,7638,1084.019302,392,,,0,,,,,,,,
4006,SAN JUAN EVANGELISTA,Veracruz,,FALSE,Large,"SAN JUAN EVANGELISTA, VERACRUZ DE IGNACIO DE LA LLAVE",2662,233,2049,2646000,24,2646,1291.36164,202,,,0,,,,,,,,
4007,SAN JUAN EVANGELISTA,Veracruz,,FALSE,Small,"SAN JUAN EVANGELISTA, VERACRUZ DE IGNACIO DE LA LLAVE",29,0,18,15000,0,15,833.3333333,0,,,0,,,,,,,,
4008,SAN JUAN EVANGELISTA,Veracruz,,FALSE,Ejido,"SAN JUAN EVANGELISTA, VERACRUZ DE IGNACIO DE LA LLAVE",11301,3942,4979,4977000,0,4977,999.5983129,190,,,0,,,,,,,,
4009,SANTIAGO TUXTLA,Veracruz,,FALSE,Total,"SANTIAGO TUXTLA, VERACRUZ DE IGNACIO DE LA LLAVE",5704,667,5246,5413000,0,5413,1031.833778,285,,,0,,,,,,,,
4010,SANTIAGO TUXTLA,Veracruz,,FALSE,Large,"SANTIAGO TUXTLA, VERACRUZ DE IGNACIO DE LA LLAVE",733,2,724,804000,0,804,1110.497238,0,,,0,,,,,,,,
4011,SANTIAGO TUXTLA,Veracruz,,FALSE,Small,"SANTIAGO TUXTLA, VERACRUZ DE IGNACIO DE LA LLAVE",154,0,154,165000,0,165,1071.428571,0,,,0,,,,,,,,
4012,SANTIAGO TUXTLA,Veracruz,,FALSE,Ejido,"SANTIAGO TUXTLA, VERACRUZ DE IGNACIO DE LA LLAVE",4817,665,4368,4444000,0,4444,1017.399267,285,,,0,,,,,,,,
4013,SAYULA DE ALEMAN,Veracruz,,FALSE,Total,"SAYULA DE ALEMAN, VERACRUZ DE IGNACIO DE LA LLAVE",4145,2721,2950,3169000,2,3169,1074.237288,1649,,,0,,,,,,,,
4014,SAYULA DE ALEMAN,Veracruz,,FALSE,Large,"SAYULA DE ALEMAN, VERACRUZ DE IGNACIO DE LA LLAVE",2052,52,1227,1343000,0,1343,1094.539527,926,,,0,,,,,,,,
4015,SAYULA DE ALEMAN,Veracruz,,FALSE,Small,"SAYULA DE ALEMAN, VERACRUZ DE IGNACIO DE LA LLAVE",95,0,94,160000,2,160,1702.12766,0,,,0,,,,,,,,
4016,SAYULA DE ALEMAN,Veracruz,,FALSE,Ejido,"SAYULA DE ALEMAN, VERACRUZ DE IGNACIO DE LA LLAVE",1998,2669,1629,1666000,0,1666,1022.713321,723,,,0,,,,,,,,
4017,SOCONUSCO,Veracruz,,FALSE,Total,"SOCONUSCO, VERACRUZ DE IGNACIO DE LA LLAVE",740,23,675,696000,0,696,1031.111111,104,,,0,,,,,,,,
4018,SOCONUSCO,Veracruz,,FALSE,Large,"SOCONUSCO, VERACRUZ DE IGNACIO DE LA LLAVE",104,23,101,115000,0,115,1138.613861,104,,,0,,,,,,,,
4019,SOCONUSCO,Veracruz,,FALSE,Small,"SOCONUSCO, VERACRUZ DE IGNACIO DE LA LLAVE",5,0,4,5000,0,5,1250,0,,,0,,,,,,,,
4020,SOCONUSCO,Veracruz,,FALSE,Ejido,"SOCONUSCO, VERACRUZ DE IGNACIO DE LA LLAVE",631,0,570,576000,0,576,1010.526316,0,,,0,,,,,,,,
4021,SOCHIAPA,Veracruz,,FALSE,Total,"SOCHIAPA, VERACRUZ DE IGNACIO DE LA LLAVE",189,22,53,51000,0,51,962.2641509,201,,,0,,,,,,,,
4022,SOCHIAPA,Veracruz,,FALSE,Large,"SOCHIAPA, VERACRUZ DE IGNACIO DE LA LLAVE",106,22,39,35000,0,35,897.4358974,201,,,0,,,,,,,,
4023,SOCHIAPA,Veracruz,,FALSE,Small,"SOCHIAPA, VERACRUZ DE IGNACIO DE LA LLAVE",83,0,14,16000,0,16,1142.857143,0,,,0,,,,,,,,
4024,SOCHIAPA,Veracruz,,FALSE,Ejido,"SOCHIAPA, VERACRUZ DE IGNACIO DE LA LLAVE",0,0,0,0,0,0,,0,,,0,,,,,,,,
4025,SOLEDAD ATZOMPA,Veracruz,,FALSE,Total,"SOLEDAD ATZOMPA, VERACRUZ DE IGNACIO DE LA LLAVE",691,100,680,657000,0,657,966.1764706,3,,,0,,,,,,,,
4026,SOLEDAD ATZOMPA,Veracruz,,FALSE,Large,"SOLEDAD ATZOMPA, VERACRUZ DE IGNACIO DE LA LLAVE",10,2,8,7000,0,7,875,1,,,0,,,,,,,,
4027,SOLEDAD ATZOMPA,Veracruz,,FALSE,Small,"SOLEDAD ATZOMPA, VERACRUZ DE IGNACIO DE LA LLAVE",406,0,405,365000,0,365,901.2345679,0,,,0,,,,,,,,
4028,SOLEDAD ATZOMPA,Veracruz,,FALSE,Ejido,"SOLEDAD ATZOMPA, VERACRUZ DE IGNACIO DE LA LLAVE",275,98,267,285000,0,285,1067.41573,2,,,0,,,,,,,,
4029,SOLEDAD DE DOBLADO,Veracruz,,FALSE,Total,"SOLEDAD DE DOBLADO, VERACRUZ DE IGNACIO DE LA LLAVE",5952,535,4085,4467000,0,4467,1093.512852,245,,,0,,,,,,,,
4030,SOLEDAD DE DOBLADO,Veracruz,,FALSE,Large,"SOLEDAD DE DOBLADO, VERACRUZ DE IGNACIO DE LA LLAVE",2006,161,1698,2034000,0,2034,1197.879859,47,,,0,,,,,,,,
4031,SOLEDAD DE DOBLADO,Veracruz,,FALSE,Small,"SOLEDAD DE DOBLADO, VERACRUZ DE IGNACIO DE LA LLAVE",12,0,12,9000,0,9,750,0,,,0,,,,,,,,
