ORD,Location,State,Region,INCLUDE,Size,NOM,Harvested_ha,Fallow_ha,Maize1960_ha,Maize1960_kg,MaizeIrr1960_ha,Maize1960_t,Maize1960_kgha,Fert_ha,Properties,Properties_ha,Cultiv_ha,Irrigated_ha,Humedad_ha,Temporal_ha,FPA_ha,Pasture_ha,Forest_ha,UncultivArable_ha,Inarable_ha
170,FRONTERA HIDALGO,Chiapas,,FALSE,Large,"FRONTERA HIDALGO, CHIAPAS",1210,15,878,843000,0,843,960.1366743,1,,,0,,,,,,,,
171,FRONTERA HIDALGO,Chiapas,,FALSE,Small,"FRONTERA HIDALGO, CHIAPAS",51,0,52,59000,2,59,1134.615385,0,,,0,,,,,,,,
172,FRONTERA HIDALGO,Chiapas,,FALSE,Ejido,"FRONTERA HIDALGO, CHIAPAS",908,122,665,465000,0,465,699.2481203,0,,,0,,,,,,,,
173,LA GRANDEZA,Chiapas,,FALSE,Total,"LA GRANDEZA, CHIAPAS",630,152,628,418000,0,418,665.6050955,171,,,0,,,,,,,,
174,LA GRANDEZA,Chiapas,,FALSE,Large,"LA GRANDEZA, CHIAPAS",6,62,4,3000,0,3,750,5,,,0,,,,,,,,
175,LA GRANDEZA,Chiapas,,FALSE,Small,"LA GRANDEZA, CHIAPAS",0,0,0,0,0,0,,0,,,0,,,,,,,,
176,LA GRANDEZA,Chiapas,,FALSE,Ejido,"LA GRANDEZA, CHIAPAS",624,90,624,415000,0,415,665.0641026,166,,,0,,,,,,,,
177,HUEHUETAN,Chiapas,,FALSE,Total,"HUEHUETAN, CHIAPAS",2841,3057,3038,3030000,0,3030,997.3666886,8,,,0,,,,,,,,
178,HUEHUETAN,Chiapas,,FALSE,Large,"HUEHUETAN, CHIAPAS",890,651,1147,1180000,0,1180,1028.770706,8,,,0,,,,,,,,
179,HUEHUETAN,Chiapas,,FALSE,Small,"HUEHUETAN, CHIAPAS",29,0,23,15000,0,15,652.173913,0,,,0,,,,,,,,
180,HUEHUETAN,Chiapas,,FALSE,Ejido,"HUEHUETAN, CHIAPAS",1922,2406,1868,1835000,0,1835,982.3340471,0,,,0,,,,,,,,
181,HUIXTAN,Chiapas,,FALSE,Total,"HUIXTAN, CHIAPAS",2868,50,2657,2605000,4,2605,980.4290553,0,,,0,,,,,,,,
182,HUIXTAN,Chiapas,,FALSE,Large,"HUIXTAN, CHIAPAS",303,10,301,274000,4,274,910.2990033,0,,,0,,,,,,,,
183,HUIXTAN,Chiapas,,FALSE,Small,"HUIXTAN, CHIAPAS",164,0,163,114000,0,114,699.3865031,0,,,0,,,,,,,,
184,HUIXTAN,Chiapas,,FALSE,Ejido,"HUIXTAN, CHIAPAS",2401,40,2193,2217000,0,2217,1010.943912,0,,,0,,,,,,,,
185,HUITIUPAN,Chiapas,,FALSE,Total,"HUITIUPAN, CHIAPAS",3690,2683,2432,2216000,0,2216,911.1842105,0,,,0,,,,,,,,
186,HUITIUPAN,Chiapas,,FALSE,Large,"HUITIUPAN, CHIAPAS",1332,22,1141,986000,0,986,864.1542507,0,,,0,,,,,,,,
187,HUITIUPAN,Chiapas,,FALSE,Small,"HUITIUPAN, CHIAPAS",0,0,0,0,0,0,,0,,,0,,,,,,,,
188,HUITIUPAN,Chiapas,,FALSE,Ejido,"HUITIUPAN, CHIAPAS",2358,2661,1291,1230000,0,1230,952.7498064,0,,,0,,,,,,,,
189,HUIXTLA,Chiapas,,FALSE,Total,"HUIXTLA, CHIAPAS",2525,883,2430,2191000,203,2191,901.6460905,19,,,0,,,,,,,,
190,HUIXTLA,Chiapas,,FALSE,Large,"HUIXTLA, CHIAPAS",395,221,633,697000,0,697,1101.105845,19,,,0,,,,,,,,
191,HUIXTLA,Chiapas,,FALSE,Small,"HUIXTLA, CHIAPAS",0,0,0,0,0,0,,0,,,0,,,,,,,,
192,HUIXTLA,Chiapas,,FALSE,Ejido,"HUIXTLA, CHIAPAS",2130,662,1797,1494000,203,1494,831.3856427,0,,,0,,,,,,,,
193,LA INDEPENDENCIA,Chiapas,,FALSE,Total,"LA INDEPENDENCIA, CHIAPAS",5322,632,5497,4025000,126,4025,732.2175732,382,,,0,,,,,,,,
194,LA INDEPENDENCIA,Chiapas,,FALSE,Large,"LA INDEPENDENCIA, CHIAPAS",1382,293,1765,1389000,126,1389,786.9688385,0,,,0,,,,,,,,
195,LA INDEPENDENCIA,Chiapas,,FALSE,Small,"LA INDEPENDENCIA, CHIAPAS",0,0,0,0,0,0,,0,,,0,,,,,,,,
196,LA INDEPENDENCIA,Chiapas,,FALSE,Ejido,"LA INDEPENDENCIA, CHIAPAS",3940,339,3732,2636000,0,2636,706.323687,382,,,0,,,,,,,,
197,IXHUATAN,Chiapas,,FALSE,Total,"IXHUATAN, CHIAPAS",741,1036,590,562000,0,562,952.5423729,0,,,0,,,,,,,,
198,IXHUATAN,Chiapas,,FALSE,Large,"IXHUATAN, CHIAPAS",42,43,38,37000,0,37,973.6842105,0,,,0,,,,,,,,
199,IXHUATAN,Chiapas,,FALSE,Small,"IXHUATAN, CHIAPAS",17,0,15,15000,0,15,1000,0,,,0,,,,,,,,
200,IXHUATAN,Chiapas,,FALSE,Ejido,"IXHUATAN, CHIAPAS",682,993,537,510000,0,510,949.7206704,0,,,0,,,,,,,,
201,IXTACOMITAN,Chiapas,,FALSE,Total,"IXTACOMITAN, CHIAPAS",1210,131,818,594000,0,594,726.1613692,0,,,0,,,,,,,,
202,IXTACOMITAN,Chiapas,,FALSE,Large,"IXTACOMITAN, CHIAPAS",212,1,205,164000,0,164,800,0,,,0,,,,,,,,
203,IXTACOMITAN,Chiapas,,FALSE,Small,"IXTACOMITAN, CHIAPAS",21,0,20,15000,0,15,750,0,,,0,,,,,,,,
204,IXTACOMITAN,Chiapas,,FALSE,Ejido,"IXTACOMITAN, CHIAPAS",977,130,593,415000,0,415,699.8313659,0,,,0,,,,,,,,
205,IXTAPA,Chiapas,,FALSE,Total,"IXTAPA, CHIAPAS",3042,3430,2827,2569000,269,2569,908.7371772,5,,,0,,,,,,,,
206,IXTAPA,Chiapas,,FALSE,Large,"IXTAPA, CHIAPAS",268,0,228,188000,11,188,824.5614035,5,,,0,,,,,,,,
207,IXTAPA,Chiapas,,FALSE,Small,"IXTAPA, CHIAPAS",2,0,0,0,0,0,,0,,,0,,,,,,,,
208,IXTAPA,Chiapas,,FALSE,Ejido,"IXTAPA, CHIAPAS",2772,3430,2599,2381000,258,2381,916.1215852,0,,,0,,,,,,,,
209,IXTAPANGAJOYA,Chiapas,,FALSE,Total,"IXTAPANGAJOYA, CHIAPAS",781,10,820,585000,0,585,713.4146341,0,,,0,,,,,,,,
210,IXTAPANGAJOYA,Chiapas,,FALSE,Large,"IXTAPANGAJOYA, CHIAPAS",670,10,730,501000,0,501,686.3013699,0,,,0,,,,,,,,
211,IXTAPANGAJOYA,Chiapas,,FALSE,Small,"IXTAPANGAJOYA, CHIAPAS",34,0,25,19000,0,19,760,0,,,0,,,,,,,,
212,IXTAPANGAJOYA,Chiapas,,FALSE,Ejido,"IXTAPANGAJOYA, CHIAPAS",77,0,65,65000,0,65,1000,0,,,0,,,,,,,,
213,JIQUIPILAS,Chiapas,,FALSE,Total,"JIQUIPILAS, CHIAPAS",20687,3263,15003,13550000,365,13550,903.1527028,542,,,0,,,,,,,,
214,JIQUIPILAS,Chiapas,,FALSE,Large,"JIQUIPILAS, CHIAPAS",7362,0,6375,6503000,10,6503,1020.078431,0,,,0,,,,,,,,
215,JIQUIPILAS,Chiapas,,FALSE,Small,"JIQUIPILAS, CHIAPAS",68,0,66,66000,0,66,1000,0,,,0,,,,,,,,
216,JIQUIPILAS,Chiapas,,FALSE,Ejido,"JIQUIPILAS, CHIAPAS",13257,3263,8562,6981000,355,6981,815.3468816,542,,,0,,,,,,,,
217,JITOTOL,Chiapas,,FALSE,Total,"JITOTOL, CHIAPAS",1862,3030,1849,1557000,0,1557,842.0767983,140,,,0,,,,,,,,
218,JITOTOL,Chiapas,,FALSE,Large,"JITOTOL, CHIAPAS",305,541,423,346000,0,346,817.9669031,0,,,0,,,,,,,,
219,JITOTOL,Chiapas,,FALSE,Small,"JITOTOL, CHIAPAS",46,0,44,44000,0,44,1000,0,,,0,,,,,,,,
220,JITOTOL,Chiapas,,FALSE,Ejido,"JITOTOL, CHIAPAS",1511,2489,1382,1167000,0,1167,844.4283647,140,,,0,,,,,,,,
221,JUAREZ,Chiapas,,FALSE,Total,"JUAREZ, CHIAPAS",1514,636,2325,2175000,0,2175,935.483871,32,,,0,,,,,,,,
222,JUAREZ,Chiapas,,FALSE,Large,"JUAREZ, CHIAPAS",1255,636,2089,1960000,0,1960,938.2479655,32,,,0,,,,,,,,
223,JUAREZ,Chiapas,,FALSE,Small,"JUAREZ, CHIAPAS",0,0,0,0,0,0,,0,,,0,,,,,,,,
224,JUAREZ,Chiapas,,FALSE,Ejido,"JUAREZ, CHIAPAS",259,0,236,215000,0,215,911.0169492,0,,,0,,,,,,,,
225,LARRAINZAR,Chiapas,,FALSE,Total,"LARRAINZAR, CHIAPAS",3130,238,2458,2319000,100,2319,943.4499593,0,,,0,,,,,,,,
226,LARRAINZAR,Chiapas,,FALSE,Large,"LARRAINZAR, CHIAPAS",93,0,85,58000,0,58,682.3529412,0,,,0,,,,,,,,
227,LARRAINZAR,Chiapas,,FALSE,Small,"LARRAINZAR, CHIAPAS",1987,0,1689,1703000,0,1703,1008.288928,0,,,0,,,,,,,,
228,LARRAINZAR,Chiapas,,FALSE,Ejido,"LARRAINZAR, CHIAPAS",1050,238,684,558000,100,558,815.7894737,0,,,0,,,,,,,,
229,LA LIBERTAD,Chiapas,,FALSE,Total,"LA LIBERTAD, CHIAPAS",489,300,458,378000,0,378,825.3275109,2,,,0,,,,,,,,
230,LA LIBERTAD,Chiapas,,FALSE,Large,"LA LIBERTAD, CHIAPAS",286,0,283,259000,0,259,915.1943463,2,,,0,,,,,,,,
231,LA LIBERTAD,Chiapas,,FALSE,Small,"LA LIBERTAD, CHIAPAS",0,0,0,0,0,0,,0,,,0,,,,,,,,
232,LA LIBERTAD,Chiapas,,FALSE,Ejido,"LA LIBERTAD, CHIAPAS",203,300,175,119000,0,119,680,0,,,0,,,,,,,,
233,MAPASTEPEC,Chiapas,,FALSE,Total,"MAPASTEPEC, CHIAPAS",4412,629,3918,3414000,0,3414,871.3629403,8773,,,0,,,,,,,,
234,MAPASTEPEC,Chiapas,,FALSE,Large,"MAPASTEPEC, CHIAPAS",770,328,863,906000,0,906,1049.826188,14,,,0,,,,,,,,
235,MAPASTEPEC,Chiapas,,FALSE,Small,"MAPASTEPEC, CHIAPAS",0,0,0,0,0,0,,0,,,0,,,,,,,,
236,MAPASTEPEC,Chiapas,,FALSE,Ejido,"MAPASTEPEC, CHIAPAS",3642,301,3055,2508000,0,2508,820.9492635,8759,,,0,,,,,,,,
237,LAS MARGARITAS,Chiapas,,FALSE,Total,"LAS MARGARITAS, CHIAPAS",9967,891,8414,9618000,1464,9618,1143.094842,653,,,0,,,,,,,,
238,LAS MARGARITAS,Chiapas,,FALSE,Large,"LAS MARGARITAS, CHIAPAS",1521,127,1540,1789000,137,1789,1161.688312,167,,,0,,,,,,,,
239,LAS MARGARITAS,Chiapas,,FALSE,Small,"LAS MARGARITAS, CHIAPAS",136,0,94,124000,17,124,1319.148936,0,,,0,,,,,,,,
240,LAS MARGARITAS,Chiapas,,FALSE,Ejido,"LAS MARGARITAS, CHIAPAS",8310,764,6780,7705000,1310,7705,1136.430678,486,,,0,,,,,,,,
241,MAZAPA DE MADERO,Chiapas,,FALSE,Total,"MAZAPA DE MADERO, CHIAPAS",1133,184,1071,749000,0,749,699.3464052,19,,,0,,,,,,,,
242,MAZAPA DE MADERO,Chiapas,,FALSE,Large,"MAZAPA DE MADERO, CHIAPAS",0,0,0,0,0,0,,0,,,0,,,,,,,,
243,MAZAPA DE MADERO,Chiapas,,FALSE,Small,"MAZAPA DE MADERO, CHIAPAS",0,0,0,0,0,0,,0,,,0,,,,,,,,
244,MAZAPA DE MADERO,Chiapas,,FALSE,Ejido,"MAZAPA DE MADERO, CHIAPAS",1133,184,1071,749000,0,749,699.3464052,19,,,0,,,,,,,,
245,MAZATAN,Chiapas,,FALSE,Total,"MAZATAN, CHIAPAS",5838,2031,3646,2686000,0,2686,736.697751,7368,,,0,,,,,,,,
246,MAZATAN,Chiapas,,FALSE,Large,"MAZATAN, CHIAPAS",1645,339,897,737000,0,737,821.6276477,7368,,,0,,,,,,,,
247,MAZATAN,Chiapas,,FALSE,Small,"MAZATAN, CHIAPAS",41,0,37,40000,0,40,1081.081081,0,,,0,,,,,,,,
248,MAZATAN,Chiapas,,FALSE,Ejido,"MAZATAN, CHIAPAS",4152,1692,2712,1909000,0,1909,703.9085546,0,,,0,,,,,,,,
249,METAPA,Chiapas,,FALSE,Total,"METAPA, CHIAPAS",870,2,742,696000,0,696,938.0053908,87,,,0,,,,,,,,
250,METAPA,Chiapas,,FALSE,Large,"METAPA, CHIAPAS",352,0,225,302000,0,302,1342.222222,87,,,0,,,,,,,,
251,METAPA,Chiapas,,FALSE,Small,"METAPA, CHIAPAS",69,0,68,72000,0,72,1058.823529,0,,,0,,,,,,,,
252,METAPA,Chiapas,,FALSE,Ejido,"METAPA, CHIAPAS",449,2,449,322000,0,322,717.1492205,0,,,0,,,,,,,,
253,MITONTIC,Chiapas,,FALSE,Total,"MITONTIC, CHIAPAS",26,22,23,24000,0,24,1043.478261,0,,,0,,,,,,,,
254,MITONTIC,Chiapas,,FALSE,Large,"MITONTIC, CHIAPAS",0,0,0,0,0,0,,0,,,0,,,,,,,,
255,MITONTIC,Chiapas,,FALSE,Small,"MITONTIC, CHIAPAS",26,22,23,24000,0,24,1043.478261,0,,,0,,,,,,,,
256,MITONTIC,Chiapas,,FALSE,Ejido,"MITONTIC, CHIAPAS",0,0,0,0,0,0,,0,,,0,,,,,,,,
257,MOTOZINTLA,Chiapas,,FALSE,Total,"MOTOZINTLA, CHIAPAS",3146,5712,3033,2045000,0,2045,674.2499176,154,,,0,,,,,,,,
258,MOTOZINTLA,Chiapas,,FALSE,Large,"MOTOZINTLA, CHIAPAS",373,183,518,376000,0,376,725.8687259,57,,,0,,,,,,,,
259,MOTOZINTLA,Chiapas,,FALSE,Small,"MOTOZINTLA, CHIAPAS",4,23,5,5000,0,5,1000,0,,,0,,,,,,,,
260,MOTOZINTLA,Chiapas,,FALSE,Ejido,"MOTOZINTLA, CHIAPAS",2769,5506,2510,1664000,0,1664,662.9482072,97,,,0,,,,,,,,
261,NICOLAS RUIZ,Chiapas,,FALSE,Total,"NICOLAS RUIZ, CHIAPAS",1986,764,1589,1739000,3,1739,1094.398993,64,,,0,,,,,,,,
262,NICOLAS RUIZ,Chiapas,,FALSE,Large,"NICOLAS RUIZ, CHIAPAS",1986,764,1589,1739000,3,1739,1094.398993,64,,,0,,,,,,,,
263,NICOLAS RUIZ,Chiapas,,FALSE,Small,"NICOLAS RUIZ, CHIAPAS",0,0,0,0,0,0,,0,,,0,,,,,,,,
264,NICOLAS RUIZ,Chiapas,,FALSE,Ejido,"NICOLAS RUIZ, CHIAPAS",0,0,0,0,0,0,,0,,,0,,,,,,,,
265,OCOSINGO,Chiapas,,FALSE,Total,"OCOSINGO, CHIAPAS",5211,11576,4540,4990000,0,4990,1099.118943,10,,,0,,,,,,,,
266,OCOSINGO,Chiapas,,FALSE,Large,"OCOSINGO, CHIAPAS",3341,7510,2894,3879000,0,3879,1340.359364,10,,,0,,,,,,,,
267,OCOSINGO,Chiapas,,FALSE,Small,"OCOSINGO, CHIAPAS",25,38,25,21000,0,21,840,0,,,0,,,,,,,,
268,OCOSINGO,Chiapas,,FALSE,Ejido,"OCOSINGO, CHIAPAS",1845,4028,1621,1090000,0,1090,672.4244294,0,,,0,,,,,,,,
269,OCOTEPEC,Chiapas,,FALSE,Total,"OCOTEPEC, CHIAPAS",222,2043,143,165000,0,165,1153.846154,0,,,0,,,,,,,,
270,OCOTEPEC,Chiapas,,FALSE,Large,"OCOTEPEC, CHIAPAS",14,14,13,10000,0,10,769.2307692,0,,,0,,,,,,,,
271,OCOTEPEC,Chiapas,,FALSE,Small,"OCOTEPEC, CHIAPAS",21,0,18,18000,0,18,1000,0,,,0,,,,,,,,
272,OCOTEPEC,Chiapas,,FALSE,Ejido,"OCOTEPEC, CHIAPAS",187,2029,112,137000,0,137,1223.214286,0,,,0,,,,,,,,
273,OCOZOCOAUTLA DE ESPINOSA,Chiapas,,FALSE,Total,"OCOZOCOAUTLA DE ESPINOSA, CHIAPAS",5525,2307,6326,4541000,0,4541,717.8311729,744,,,0,,,,,,,,
274,OCOZOCOAUTLA DE ESPINOSA,Chiapas,,FALSE,Large,"OCOZOCOAUTLA DE ESPINOSA, CHIAPAS",2350,208,3391,2219000,0,2219,654.3792392,32,,,0,,,,,,,,
275,OCOZOCOAUTLA DE ESPINOSA,Chiapas,,FALSE,Small,"OCOZOCOAUTLA DE ESPINOSA, CHIAPAS",7,18,7,5000,0,5,714.2857143,0,,,0,,,,,,,,
276,OCOZOCOAUTLA DE ESPINOSA,Chiapas,,FALSE,Ejido,"OCOZOCOAUTLA DE ESPINOSA, CHIAPAS",3168,2081,2928,2317000,0,2317,791.3251366,712,,,0,,,,,,,,
277,OSTUACAN,Chiapas,,FALSE,Total,"OSTUACAN, CHIAPAS",1419,5912,1360,1192000,0,1192,876.4705882,927,,,0,,,,,,,,
278,OSTUACAN,Chiapas,,FALSE,Large,"OSTUACAN, CHIAPAS",736,5238,990,892000,0,892,901.010101,927,,,0,,,,,,,,
279,OSTUACAN,Chiapas,,FALSE,Small,"OSTUACAN, CHIAPAS",22,35,19,15000,0,15,789.4736842,0,,,0,,,,,,,,
280,OSTUACAN,Chiapas,,FALSE,Ejido,"OSTUACAN, CHIAPAS",661,639,351,285000,0,285,811.965812,0,,,0,,,,,,,,
281,OSUMACINTA,Chiapas,,FALSE,Total,"OSUMACINTA, CHIAPAS",838,155,801,772000,0,772,963.7952559,162,,,0,,,,,,,,
282,OSUMACINTA,Chiapas,,FALSE,Large,"OSUMACINTA, CHIAPAS",266,0,265,231000,0,231,871.6981132,0,,,0,,,,,,,,
283,OSUMACINTA,Chiapas,,FALSE,Small,"OSUMACINTA, CHIAPAS",0,0,0,0,0,0,,0,,,0,,,,,,,,
284,OSUMACINTA,Chiapas,,FALSE,Ejido,"OSUMACINTA, CHIAPAS",572,155,536,541000,0,541,1009.328358,162,,,0,,,,,,,,
285,OXCHUC,Chiapas,,FALSE,Total,"OXCHUC, CHIAPAS",3024,784,3151,2555000,0,2555,810.8536972,0,,,0,,,,,,,,
286,OXCHUC,Chiapas,,FALSE,Large,"OXCHUC, CHIAPAS",2546,282,2677,2211000,0,2211,825.9245424,0,,,0,,,,,,,,
287,OXCHUC,Chiapas,,FALSE,Small,"OXCHUC, CHIAPAS",374,219,370,259000,0,259,700,0,,,0,,,,,,,,
288,OXCHUC,Chiapas,,FALSE,Ejido,"OXCHUC, CHIAPAS",104,283,104,85000,0,85,817.3076923,0,,,0,,,,,,,,
289,PALENQUE,Chiapas,,FALSE,Total,"PALENQUE, CHIAPAS",3269,4828,3821,3081000,0,3081,806.3334206,40,,,0,,,,,,,,
290,PALENQUE,Chiapas,,FALSE,Large,"PALENQUE, CHIAPAS",1859,3416,2846,2226000,0,2226,782.1503865,40,,,0,,,,,,,,
291,PALENQUE,Chiapas,,FALSE,Small,"PALENQUE, CHIAPAS",8,7,8,10000,0,10,1250,0,,,0,,,,,,,,
292,PALENQUE,Chiapas,,FALSE,Ejido,"PALENQUE, CHIAPAS",1402,1405,967,845000,0,845,873.8366081,0,,,0,,,,,,,,
293,PANTELHO,Chiapas,,FALSE,Total,"PANTELHO, CHIAPAS",1859,878,1452,1374000,0,1374,946.2809917,22,,,0,,,,,,,,
294,PANTELHO,Chiapas,,FALSE,Large,"PANTELHO, CHIAPAS",901,793,777,745000,0,745,958.8159588,22,,,0,,,,,,,,
295,PANTELHO,Chiapas,,FALSE,Small,"PANTELHO, CHIAPAS",0,13,0,0,0,0,,0,,,0,,,,,,,,
296,PANTELHO,Chiapas,,FALSE,Ejido,"PANTELHO, CHIAPAS",958,72,675,629000,0,629,931.8518519,0,,,0,,,,,,,,
297,PANTEPEC,Chiapas,,FALSE,Total,"PANTEPEC, CHIAPAS",1699,421,1092,990000,0,990,906.5934066,0,,,0,,,,,,,,
298,PANTEPEC,Chiapas,,FALSE,Large,"PANTEPEC, CHIAPAS",56,108,50,52000,0,52,1040,0,,,0,,,,,,,,
299,PANTEPEC,Chiapas,,FALSE,Small,"PANTEPEC, CHIAPAS",0,0,0,0,0,0,,0,,,0,,,,,,,,
300,PANTEPEC,Chiapas,,FALSE,Ejido,"PANTEPEC, CHIAPAS",1643,313,1042,938000,0,938,900.1919386,0,,,0,,,,,,,,
301,PICHUCALCO,Chiapas,,FALSE,Total,"PICHUCALCO, CHIAPAS",2624,5957,3196,2796000,0,2796,874.8435544,366,,,0,,,,,,,,
302,PICHUCALCO,Chiapas,,FALSE,Large,"PICHUCALCO, CHIAPAS",2125,2937,2728,2441000,0,2441,894.7947214,366,,,0,,,,,,,,
303,PICHUCALCO,Chiapas,,FALSE,Small,"PICHUCALCO, CHIAPAS",67,86,40,40000,0,40,1000,0,,,0,,,,,,,,
304,PICHUCALCO,Chiapas,,FALSE,Ejido,"PICHUCALCO, CHIAPAS",432,2934,428,315000,0,315,735.9813084,0,,,0,,,,,,,,
305,PIJIJIAPAN,Chiapas,,FALSE,Total,"PIJIJIAPAN, CHIAPAS",4505,4643,4213,4463000,0,4463,1059.340138,24,,,0,,,,,,,,
306,PIJIJIAPAN,Chiapas,,FALSE,Large,"PIJIJIAPAN, CHIAPAS",2435,1179,2523,2625000,0,2625,1040.428062,19,,,0,,,,,,,,
307,PIJIJIAPAN,Chiapas,,FALSE,Small,"PIJIJIAPAN, CHIAPAS",10,94,10,9000,0,9,900,0,,,0,,,,,,,,
308,PIJIJIAPAN,Chiapas,,FALSE,Ejido,"PIJIJIAPAN, CHIAPAS",2060,3370,1680,1829000,0,1829,1088.690476,5,,,0,,,,,,,,
309,EL PORVENIR,Chiapas,,FALSE,Total,"EL PORVENIR, CHIAPAS",1440,1831,1175,1134000,0,1134,965.106383,345,,,0,,,,,,,,
310,EL PORVENIR,Chiapas,,FALSE,Large,"EL PORVENIR, CHIAPAS",0,0,0,0,0,0,,0,,,0,,,,,,,,
311,EL PORVENIR,Chiapas,,FALSE,Small,"EL PORVENIR, CHIAPAS",0,0,0,0,0,0,,0,,,0,,,,,,,,
312,EL PORVENIR,Chiapas,,FALSE,Ejido,"EL PORVENIR, CHIAPAS",1440,1831,1175,1134000,0,1134,965.106383,345,,,0,,,,,,,,
313,VILLA COMALTITLAN,Chiapas,,FALSE,Total,"VILLA COMALTITLAN, CHIAPAS",3396,317,2398,2262000,118,2262,943.2860717,4,,,0,,,,,,,,
314,VILLA COMALTITLAN,Chiapas,,FALSE,Large,"VILLA COMALTITLAN, CHIAPAS",303,89,245,266000,44,266,1085.714286,4,,,0,,,,,,,,
315,VILLA COMALTITLAN,Chiapas,,FALSE,Small,"VILLA COMALTITLAN, CHIAPAS",0,0,0,0,0,0,,0,,,0,,,,,,,,
316,VILLA COMALTITLAN,Chiapas,,FALSE,Ejido,"VILLA COMALTITLAN, CHIAPAS",3093,228,2153,1996000,74,1996,927.0784951,0,,,0,,,,,,,,
317,PUEBLO NUEVO SOLISTAHUACAN,Chiapas,,FALSE,Total,"PUEBLO NUEVO SOLISTAHUACAN, CHIAPAS",2589,3662,1919,1976000,0,1976,1029.70297,11,,,0,,,,,,,,
318,PUEBLO NUEVO SOLISTAHUACAN,Chiapas,,FALSE,Large,"PUEBLO NUEVO SOLISTAHUACAN, CHIAPAS",587,34,559,484000,0,484,865.8318426,11,,,0,,,,,,,,
319,PUEBLO NUEVO SOLISTAHUACAN,Chiapas,,FALSE,Small,"PUEBLO NUEVO SOLISTAHUACAN, CHIAPAS",14,0,13,11000,0,11,846.1538462,0,,,0,,,,,,,,
320,PUEBLO NUEVO SOLISTAHUACAN,Chiapas,,FALSE,Ejido,"PUEBLO NUEVO SOLISTAHUACAN, CHIAPAS",1988,3628,1347,1481000,0,1481,1099.480327,0,,,0,,,,,,,,
321,RAYON,Chiapas,,FALSE,Total,"RAYON, CHIAPAS",834,592,814,769000,0,769,944.7174447,1,,,0,,,,,,,,
322,RAYON,Chiapas,,FALSE,Large,"RAYON, CHIAPAS",195,466,302,298000,0,298,986.7549669,1,,,0,,,,,,,,
323,RAYON,Chiapas,,FALSE,Small,"RAYON, CHIAPAS",35,0,34,24000,0,24,705.8823529,0,,,0,,,,,,,,
324,RAYON,Chiapas,,FALSE,Ejido,"RAYON, CHIAPAS",604,126,478,447000,0,447,935.1464435,0,,,0,,,,,,,,
325,REFORMA,Chiapas,,FALSE,Total,"REFORMA, CHIAPAS",1394,2655,1337,1173000,0,1173,877.3373224,2,,,0,,,,,,,,
326,REFORMA,Chiapas,,FALSE,Large,"REFORMA, CHIAPAS",758,2655,848,752000,0,752,886.7924528,2,,,0,,,,,,,,
327,REFORMA,Chiapas,,FALSE,Small,"REFORMA, CHIAPAS",4,0,4,3000,0,3,750,0,,,0,,,,,,,,
328,REFORMA,Chiapas,,FALSE,Ejido,"REFORMA, CHIAPAS",632,0,485,418000,0,418,861.8556701,0,,,0,,,,,,,,
329,LAS ROSAS,Chiapas,,FALSE,Total,"LAS ROSAS, CHIAPAS",1398,9,1237,1096000,58,1096,886.0145513,0,,,0,,,,,,,,
330,LAS ROSAS,Chiapas,,FALSE,Large,"LAS ROSAS, CHIAPAS",130,9,102,111000,13,111,1088.235294,0,,,0,,,,,,,,
331,LAS ROSAS,Chiapas,,FALSE,Small,"LAS ROSAS, CHIAPAS",334,0,286,260000,45,260,909.0909091,0,,,0,,,,,,,,
332,LAS ROSAS,Chiapas,,FALSE,Ejido,"LAS ROSAS, CHIAPAS",934,0,849,725000,0,725,853.9458186,0,,,0,,,,,,,,
333,SABANILLA,Chiapas,,FALSE,Total,"SABANILLA, CHIAPAS",3746,2763,2849,2309000,0,2309,810.4598105,1,,,0,,,,,,,,
334,SABANILLA,Chiapas,,FALSE,Large,"SABANILLA, CHIAPAS",866,601,866,665000,0,665,767.8983834,1,,,0,,,,,,,,
335,SABANILLA,Chiapas,,FALSE,Small,"SABANILLA, CHIAPAS",11,0,10,10000,0,10,1000,0,,,0,,,,,,,,
336,SABANILLA,Chiapas,,FALSE,Ejido,"SABANILLA, CHIAPAS",2869,2162,1973,1634000,0,1634,828.1804359,0,,,0,,,,,,,,
337,SALTO DE AGUA,Chiapas,,FALSE,Total,"SALTO DE AGUA, CHIAPAS",8284,11391,7564,7964000,1,7964,1052.882073,20,,,0,,,,,,,,
338,SALTO DE AGUA,Chiapas,,FALSE,Large,"SALTO DE AGUA, CHIAPAS",3076,1007,3321,3208000,1,3208,965.9741042,20,,,0,,,,,,,,
339,SALTO DE AGUA,Chiapas,,FALSE,Small,"SALTO DE AGUA, CHIAPAS",4,0,4,4000,0,4,1000,0,,,0,,,,,,,,
340,SALTO DE AGUA,Chiapas,,FALSE,Ejido,"SALTO DE AGUA, CHIAPAS",5204,10384,4239,4752000,0,4752,1121.019108,0,,,0,,,,,,,,
341,SAN CRISTOBAL DE LAS CASAS,Chiapas,,FALSE,Total,"SAN CRISTOBAL DE LAS CASAS, CHIAPAS",2711,776,2558,2087000,37,2087,815.8717748,1,,,0,,,,,,,,
342,SAN CRISTOBAL DE LAS CASAS,Chiapas,,FALSE,Large,"SAN CRISTOBAL DE LAS CASAS, CHIAPAS",1684,44,1592,1430000,33,1430,898.241206,1,,,0,,,,,,,,
